case,side,parent_element,element_type,face_area_m2,edge_min_m,edge_max_m,element_depth_m,element_volume_m3,element_aspect_ratio,face_node_count,K_ff_trace_W_K,K_fi_fro_W_K,K_ii_trace_W_K,K_condensed_trace_W_K,K_condensed_fro_W_K,condensation
historical,substrate_side,202290,504,4.4386176369306505e-11,9.83257343450973e-06,1.0672012160021807e-05,1.7823251824999908e-06,1.0548079986386849e-16,1.7386077104071038,3,2.174611995047756e-11,7.696699065292893e-12,5.584490539472661e-12,1.1138316770767207e-11,7.9196672473846e-12,solve
historical,substrate_side,319334,504,3.9333793491034736e-11,9.04825752453544e-06,1.0310591176246167e-05,4.445798606750014e-06,2.331601657341791e-16,2.174061983299851,3,2.933566798194057e-11,1.6352585526611136e-12,1.9839869732302234e-12,2.798784132272741e-11,2.0041445505053773e-11,solve
historical,substrate_side,29063,504,3.2226834570604785e-10,2.368164210534483e-05,3.0149864542359498e-05,5.713378878249999e-06,2.4549882126473395e-15,1.3996004774831143,3,4.463669128763656e-11,9.842866822836103e-12,1.2648743715905654e-11,3.697727233915557e-11,2.7147673350448733e-11,solve
historical,substrate_side,33330,504,1.7300090473106504e-10,1.868573429680538e-05,2.283393831135115e-05,5.77753531874999e-06,1.3326917830125766e-15,1.486647418981878,3,4.007362225863864e-11,4.394185933629199e-12,6.714729679889028e-12,3.719802324872827e-11,2.7187036784044714e-11,solve
historical,substrate_side,155025,504,4.630244477006747e-11,1.0172086356571262e-05,1.0589734451042506e-05,1.7823251824999906e-06,1.10034684433342e-16,1.7143326693577416,3,1.7306979961792393e-11,6.018391159464371e-12,5.825587737530488e-12,1.1089404365948176e-11,7.85072722840703e-12,solve
historical,substrate_side,297724,504,4.176295790922258e-11,9.511109824298057e-06,1.0279276626096354e-05,1.7823251825000179e-06,9.924689543639306e-17,1.5313642885187808,3,1.4463129015938505e-11,4.187892528668792e-12,5.2544477227312164e-12,1.112530080693245e-11,7.901350952088668e-12,solve
historical,substrate_side,82318,504,4.8097811425464164e-11,9.964417508027957e-06,1.1208512415160825e-05,4.445798606749987e-06,2.8511091069740426e-16,2.0752438185929925,3,3.013888245355562e-11,2.3375925627413394e-12,2.426041905435718e-12,2.7886514521600123e-11,1.9899697690902145e-11,solve
historical,substrate_side,186376,504,3.044111705757463e-11,7.440834146573503e-06,1.1003226125159077e-05,1.7823251824999908e-06,7.234129268686046e-17,1.6103793275129032,3,1.852869182808476e-11,4.691249059519295e-12,3.829979153972839e-12,1.2782494041182462e-11,1.010203854359149e-11,solve
historical,substrate_side,186809,504,5.057745940228502e-11,9.640170082134309e-06,1.2253789919443274e-05,1.7823251824999908e-06,1.2019397274608495e-16,1.5755930237792497,3,1.5793265266749025e-11,5.220298611488169e-12,6.36345291814638e-12,1.151076047828845e-11,8.435439266088565e-12,solve
historical,substrate_side,182582,504,4.309614421704752e-11,9.613104524043735e-06,1.0638710030981375e-05,1.7823251824999908e-06,1.0241512414226087e-16,1.6825459972049241,3,1.9007053703106602e-11,6.518974602736071e-12,5.422183872415697e-12,1.1169431285446946e-11,7.963367633335921e-12,solve
historical,substrate_side,203755,504,5.63062455339269e-10,2.9054891550267027e-05,4.3942472704787525e-05,5.777535318750017e-06,4.3374842965129725e-15,1.5631137146108691,3,4.957355113186577e-11,1.4457252135677658e-11,2.1854291377118352e-11,4.000965653067115e-11,3.0922720630409436e-11,solve
historical,substrate_side,202548,504,4.0502644801054614e-11,9.396245440226997e-06,1.0036567861551196e-05,1.7823251824999906e-06,9.625184504902981e-17,1.5142255973301644,3,1.8453913586956763e-11,6.117488883149371e-12,5.095880186506064e-12,1.111000657466979e-11,7.87980170515398e-12,solve
historical,substrate_side,141179,504,5.27317063146835e-11,1.0787366044813045e-05,1.1566189643042078e-05,1.7823251824999908e-06,1.253133974411391e-16,1.3533962635705863,3,1.4318128113776913e-11,4.602587360670821e-12,6.6344916172647745e-12,1.1125146400229986e-11,7.901133542086977e-12,solve
historical,substrate_side,384736,504,4.8086492153596625e-11,1.0368790315130445e-05,1.078876237154894e-05,4.445798606749987e-06,2.8504381309327285e-16,2.028106445753702,3,2.975247235965494e-11,2.2526202142309007e-12,2.4254709641168504e-12,2.7660384717859854e-11,1.9581551490265088e-11,solve
historical,substrate_side,155488,504,5.124931798091853e-11,1.0831948352214712e-05,1.0962808726762786e-05,1.7823251825000179e-06,1.2179060003112095e-16,1.4956935003884888,3,1.5935869017694148e-11,5.5970256722550795e-12,6.4479834675909684e-12,1.1077497941940384e-11,7.833900017043604e-12,solve
historical,substrate_side,156259,504,4.9651034632233685e-11,1.0538346420693773e-05,1.0962808726762786e-05,1.7823251825000179e-06,1.1799238581627935e-16,1.2378196856696786,3,1.3369330590205283e-11,3.774239033461377e-12,6.246893872356118e-12,1.1089016473658466e-11,7.850179308551483e-12,solve
historical,substrate_side,264687,504,4.1254900827850795e-11,9.002408241321937e-06,1.1216902653597715e-05,5.77753531874999e-06,3.17802195472583e-16,2.983497221964609,3,3.9327286643300603e-11,1.7813735282903101e-12,1.6012373314479357e-12,3.734551193384889e-11,2.7388488404534955e-11,solve
historical,substrate_side,54068,504,4.622415254944219e-11,9.812926121067722e-06,1.1150444996240655e-05,4.445798606749987e-06,2.7400436400334615e-16,2.1344857282097913,3,2.996243743145488e-11,2.156224337267446e-12,2.331535007616366e-12,2.796834196326046e-11,2.001420565997455e-11,solve
historical,substrate_side,54874,504,5.279326343866358e-11,1.0800671072419408e-05,1.118637200747086e-05,1.7823251824999908e-06,1.2545968385744905e-16,1.6331271064956023,3,2.015902754751614e-11,7.7626078693716e-12,6.642236487506492e-12,1.1087070978825693e-11,7.847430898890433e-12,solve
historical,substrate_side,412940,504,4.560821982866713e-10,2.6763180081886846e-05,3.751222138246703e-05,5.77753531874999e-06,3.5133746784725196e-15,1.409704800178524,3,5.003259321086483e-11,1.4147555983948267e-11,1.7702038483933036e-11,3.872579707545837e-11,2.9242595551928276e-11,solve
historical,substrate_side,320412,504,3.7567776940374717e-11,8.526020685064502e-06,1.0510660579948919e-05,1.7823251824999908e-06,8.927732652182963e-17,1.6591722629684946,3,2.1190950731621418e-11,6.791445373992098e-12,4.726626893178763e-12,1.1432674626841032e-11,8.328569982089159e-12,solve
historical,substrate_side,156100,504,3.958594836117145e-11,8.185846032423511e-06,1.0651343240301404e-05,4.445798606749987e-06,2.3465487209463163e-16,2.5658052610956315,3,3.0762114900049245e-11,1.87601014750095e-12,1.996705603527148e-12,2.8999504494534506e-11,2.1431554702223694e-11,solve
historical,substrate_side,175369,504,4.7623565263150654e-11,9.367797438831167e-06,1.1340377975141256e-05,5.777535318750017e-06,3.668624404168645e-16,2.8773279725154457,3,3.969830031482103e-11,2.295300571721634e-12,1.848425981538741e-12,3.6848088963561003e-11,2.6706248252994757e-11,solve
historical,substrate_side,178443,504,4.317310061948968e-11,9.454421157984304e-06,1.1057094597697303e-05,4.445798606749987e-06,2.5591854744427293e-16,2.580937419584184,3,3.481907880158908e-11,3.793104803071652e-12,2.177640690632811e-12,2.821209165767037e-11,2.035343685294149e-11,solve
historical,substrate_side,207062,504,4.334483860188326e-11,9.711463028564249e-06,1.0338625404689733e-05,1.7823251824999908e-06,1.0300612982871244e-16,1.2859176749235597,3,1.3446690429440016e-11,3.5732546817506616e-12,5.453473601627296e-12,1.11054030311031e-11,7.873309679326516e-12,solve
historical,substrate_side,241634,504,4.0391287338770374e-11,9.20850302953914e-06,1.032756687172056e-05,4.445798606749987e-06,2.3942870530072636e-16,2.0336657383997463,3,2.8596259273182248e-11,1.1952101587625389e-12,2.0373267056070945e-12,2.7895081931483635e-11,1.9911701885827497e-11,solve
historical,substrate_side,373098,504,5.57797725233177e-11,1.0779321494418926e-05,1.2396038727424812e-05,5.19324401000002e-06,3.862372927145089e-16,2.2465432806683414,3,3.555661542513106e-11,2.582283497971779e-12,2.408578350142141e-12,3.27880992738903e-11,2.354314227393117e-11,solve
historical,substrate_side,374877,504,4.774137395532584e-11,9.762499703977897e-06,1.1079874271931258e-05,1.7823251824999908e-06,1.1345420406363537e-16,1.646355781553938,3,1.7383624859171235e-11,6.093983539747395e-12,6.0066280315892964e-12,1.12010153838703e-11,8.007607286389574e-12,solve
historical,substrate_side,38895,504,5.883552069289289e-11,1.1125880875123202e-05,1.2167086323721563e-05,4.445798606750014e-06,3.487611678984994e-16,2.0882733323047016,3,3.136777641079607e-11,3.2648459617594163e-12,2.9676493482512136e-12,2.7775970943516696e-11,1.974448879766107e-11,solve
historical,substrate_side,194880,504,4.159915957050088e-11,9.029877644109857e-06,1.0687804988109622e-05,1.7823251824999908e-06,9.885763956445312e-17,1.5510211561396248,3,1.898923606455516e-11,6.348815156731971e-12,5.233839273259007e-12,1.1287919346579036e-11,8.128723884978142e-12,solve
historical,substrate_side,156627,504,3.5087406600748315e-11,8.064792022344576e-06,9.65554191838582e-06,4.445798606750014e-06,2.0798872450677003e-16,2.624602130700434,3,3.093221978434364e-11,2.1568351892478253e-12,1.7698002516890103e-12,2.8303709573014358e-11,2.0480240516640085e-11,solve
historical,substrate_side,66300,504,3.6237817556267494e-11,8.596873026140436e-06,1.0192896335062364e-05,4.445798606749987e-06,2.1480805173775456e-16,2.367824169555659,3,2.981116875011033e-11,1.6661488918035837e-12,1.8278267003744693e-12,2.8292396686495343e-11,2.0464603252735805e-11,solve
historical,substrate_side,65530,504,4.711987805048208e-11,1.0218805629615654e-05,1.0564918079916263e-05,1.782325182500018e-06,1.1197726032760432e-16,1.5702970903803875,3,1.789512756899199e-11,6.353661273948295e-12,5.928433911599286e-12,1.108573875129998e-11,7.845548577723255e-12,solve
historical,substrate_side,165912,504,4.726984517911412e-11,9.953836418120557e-06,1.1353164108453943e-05,1.7823251824999908e-06,1.1233364724748124e-16,1.698106307189925,3,1.5921984456129145e-11,5.2809274418767616e-12,5.947302173738112e-12,1.1232766751753076e-11,8.051961110352611e-12,solve
historical,substrate_side,354141,504,4.074882590210137e-11,8.964539701112635e-06,1.0716973653780436e-05,1.7823251824999908e-06,9.683687808349807e-17,1.3121483321572784,3,1.3199964598390138e-11,3.0995163497783245e-12,5.126853704439958e-12,1.1326105472231867e-11,8.18166816678979e-12,solve
historical,substrate_side,357938,504,4.7183899318908397e-11,1.0294735750765998e-05,1.0716973653780436e-05,1.7823251824999906e-06,1.1212940261951301e-16,1.5619106938633582,3,1.4974691908374026e-11,4.801263480814104e-12,5.936488810603785e-12,1.109156641995007e-11,7.853780902947668e-12,solve
historical,substrate_side,324897,504,4.8365194730398925e-11,1.0121978099303057e-05,1.0955606737623662e-05,4.445798606749987e-06,2.86695887130133e-16,2.062695148184572,3,2.974681875796317e-11,2.209438413717774e-12,2.439528654278553e-12,2.7745769048852313e-11,1.9701978990399398e-11,solve
historical,substrate_side,182110,504,4.115722308657022e-11,9.02997326931844e-06,1.1207263284466384e-05,1.7823251824999908e-06,9.780740686528566e-17,1.6416143260775302,3,1.7243258120276065e-11,5.444500261671598e-12,5.178236598835653e-12,1.1518802983172568e-11,8.446410538713319e-12,solve
historical,substrate_side,105057,504,4.944769428866915e-11,9.721768801685185e-06,1.195425927463156e-05,1.7823251825000179e-06,1.175091609963422e-16,1.4429023384485553,3,1.3839173737588508e-11,3.891530039498974e-12,6.221310406560826e-12,1.1404958908450193e-11,8.290483491737869e-12,solve
historical,substrate_side,141144,504,3.5829964288448335e-11,8.623933253224177e-06,1.02003813393332e-05,4.445798606749987e-06,2.1239040708464756e-16,2.377898972043971,3,2.973801338039002e-11,1.5789763017157597e-12,1.8072546807820125e-12,2.8358481105336696e-11,2.0555868423095552e-11,solve
historical,substrate_side,140015,504,4.150548656666242e-11,9.4946590468771e-06,1.02003813393332e-05,4.445798606749987e-06,2.4603337913406537e-16,2.1712883106844694,3,2.978071674727055e-11,2.0721764852800493e-12,2.0935266435618404e-12,2.7729672687548395e-11,1.9679304443613934e-11,solve
historical,substrate_side,308266,504,4.71232355792815e-11,9.472246187047036e-06,1.125865559754655e-05,1.7823251824999908e-06,1.119852392717781e-16,1.5101966478203517,3,1.4231016240987068e-11,4.166923777455148e-12,5.9288563423953285e-12,1.1302415383691523e-11,8.148841778366339e-12,solve
historical,substrate_side,307764,504,4.335287768474775e-11,9.229875377168446e-06,1.125865559754655e-05,1.7823251824999906e-06,1.030252341751573e-16,1.650571190466121,3,1.859458129690201e-11,6.26113371684705e-12,5.454485046763491e-12,1.1407505874722607e-11,8.293986924584186e-12,solve
historical,substrate_side,273795,504,3.969515356103324e-11,8.851812037233e-06,1.09395118411364e-05,1.1164550075000012e-06,5.909047062226284e-17,1.8182578810511938,3,1.1488010648222655e-11,5.850994459164126e-12,7.972949783463531e-12,7.1942251496392646e-12,5.261920835803704e-12,solve
historical,substrate_side,29802,504,1.5442988680991356e-10,1.6691722487940886e-05,2.1157114081026375e-05,5.77753531874999e-06,1.1896321670864544e-15,2.0574869882614872,3,4.982337863145894e-11,8.681344991728281e-12,5.993927870125358e-12,3.724969531420715e-11,2.725769316147911e-11,solve
historical,substrate_side,272004,504,4.797665063592496e-11,9.793826988681453e-06,1.0966474277827623e-05,1.7823251824999906e-06,1.140133234672181e-16,1.5470281603418403,3,1.7911419879236692e-11,6.368858689044206e-12,6.0362295991141394e-12,1.1191602427798679e-11,7.994435172371551e-12,solve
historical,substrate_side,139789,504,5.5523604017907005e-11,1.072079501659986e-05,1.2061930992461466e-05,4.445798606749987e-06,3.2912901517940025e-16,2.2002314951255126,3,3.165700424896726e-11,3.2478641940464987e-12,2.800597077000193e-12,2.789044250054601e-11,1.9905201805109687e-11,solve
historical,substrate_side,67807,504,4.9109209460573494e-11,1.0506076655022074e-05,1.0795462526230634e-05,1.7823251825000179e-06,1.1670477428566267e-16,1.6287794531180373,3,1.7307415363491544e-11,6.2022045816602836e-12,6.178723604207555e-12,1.1081640569718195e-11,7.839756790855574e-12,solve
historical,substrate_side,93537,504,3.9152595622235966e-11,9.218845984731657e-06,1.01094814568618e-05,4.445798606749987e-06,2.320860734239768e-16,2.0516470700814136,3,2.855557827817299e-11,1.1917502693358844e-12,1.9748473968159677e-12,2.7836399314394807e-11,1.982940752559989e-11,solve
historical,substrate_side,41025,504,4.874160560791683e-11,9.388185883260726e-06,1.3089301145437368e-05,4.445798606749987e-06,2.889271497365805e-16,2.312290396112035,3,3.191467351979461e-11,2.044613852150449e-12,2.45851472735458e-12,3.021427866029187e-11,2.3048707360449607e-11,solve
historical,substrate_side,310986,504,3.929076089844637e-11,9.076714635339131e-06,1.0280752332029662e-05,1.782325182499991e-06,9.337188345184955e-17,1.5573497144183726,3,1.468242293340078e-11,4.142993261914748e-12,4.943405818523869e-12,1.121024326650942e-11,8.020510140736659e-12,solve
historical,substrate_side,121353,504,3.590312905797665e-11,8.45028257306078e-06,1.0086966715096512e-05,1.7823251824999908e-06,8.532140140077248e-17,1.8769972363736283,3,2.4337959528568057e-11,7.66534571743658e-12,4.5171875787071604e-12,1.1330413584540645e-11,8.187630965064606e-12,solve
historical,substrate_side,146129,504,4.359061594139474e-11,9.17925792239447e-06,1.0813969396814326e-05,1.7823251824999908e-06,1.0359020335071157e-16,1.7873805372197547,3,1.993023538563806e-11,6.8890519592500695e-12,5.484396319905599e-12,1.1276769419840731e-11,8.11323347202558e-12,solve
historical,substrate_side,202871,504,4.5500699511032526e-11,9.480097386763563e-06,1.1361774291382221e-05,1.782325182499991e-06,1.0812939007983836e-16,1.7752673576926008,3,1.725979829555367e-11,5.822596714927025e-12,5.724715367338136e-12,1.133764665494853e-11,8.19763749477904e-12,solve
historical,substrate_side,392484,504,5.15760040967534e-11,9.14530624798908e-06,1.2428287686940663e-05,5.77753531874999e-06,3.973095803586511e-16,3.035743855157794,3,4.174955887539078e-11,2.6445592913918595e-12,2.0018330309712075e-12,3.825591393223888e-11,2.861742452204481e-11,solve
historical,substrate_side,40432,504,5.909292853284158e-11,1.1027793742377919e-05,1.2673996465198967e-05,4.445798606749987e-06,3.5028701245344677e-16,1.8120007007127197,3,2.9186856805736116e-11,1.862176418920126e-12,2.9806329370673293e-12,2.802344584960742e-11,2.009113718314023e-11,solve
historical,substrate_side,41268,504,4.021123626298411e-11,7.6114691487357805e-06,1.1533507305841882e-05,1.7823251824999908e-06,9.555933201463127e-17,2.2241455725461097,3,2.487535788764058e-11,7.949190984853141e-12,5.05921633399402e-12,1.238535288645394e-11,9.59458154091852e-12,solve
historical,substrate_side,222393,504,4.451026478590196e-11,9.51294308805717e-06,1.0653681900789537e-05,1.7823251824999908e-06,1.057756877435411e-16,1.8962639954455807,3,1.868940250179799e-11,6.48732082927305e-12,5.600102845943261e-12,1.1174302743870014e-11,7.970198908120196e-12,solve
historical,substrate_side,224339,504,5.1371691518381585e-11,1.0653681900789537e-05,1.1420854738905544e-05,1.7823251824999908e-06,1.2208141261444407e-16,1.3665251853751736,3,1.545744949694883e-11,5.291103640596094e-12,6.463380014852873e-12,1.1126004081207402e-11,7.902341149202894e-12,solve
historical,substrate_side,325404,504,4.471083985946529e-11,9.313163820243157e-06,1.1380626421829689e-05,4.445798606750014e-06,2.650338527384448e-16,2.189473036710547,3,2.9974355617439295e-11,1.8687661179416013e-12,2.255203883743899e-12,2.8425809683858818e-11,2.0648654489066446e-11,solve
historical,substrate_side,200082,504,1.0849727473866636e-09,3.964765150593792e-05,6.703714503541219e-05,5.77753531874999e-06,8.35795782387689e-15,2.234713071574599,3,7.054853913106224e-11,3.3883371879103655e-11,4.2111333001831246e-11,4.328550070272024e-11,3.50581888660734e-11,solve
historical,substrate_side,67069,504,4.123802409609409e-11,8.537026489954368e-06,1.0718751158981747e-05,4.445798606750014e-06,2.4444793342871735e-16,2.305688101623177,3,2.993538687618776e-11,1.635178630560344e-12,2.080035901623698e-12,2.8649923893671936e-11,2.095610686981431e-11,solve
historical,substrate_side,88309,504,4.0028251135808356e-11,9.573458495757766e-06,9.647107735577213e-06,4.445798606750014e-06,2.37276724173621e-16,2.1450078000230675,3,2.973073868235734e-11,2.05978327274588e-12,2.019015247861427e-12,2.7629364195375298e-11,1.9537708204049126e-11,solve
historical,substrate_side,328764,504,4.006370825194603e-11,9.406751181852614e-06,9.791686496092777e-06,4.445798606749987e-06,2.374869044369862e-16,2.1869722157964984,3,2.924680715056824e-11,1.791344407543398e-12,2.020803696172198e-12,2.7658867266790644e-11,1.957940792025687e-11,solve
historical,substrate_side,59620,504,3.8472392726638174e-11,8.719481833250156e-06,1.016478316338013e-05,4.445798606750014e-06,2.280540133099031e-16,2.2286337625676333,3,2.9142695612248174e-11,1.448408718875306e-12,1.9405381282648228e-12,2.8061610017300402e-11,2.0144335004882465e-11,solve
historical,substrate_side,39793,504,4.091161715121151e-11,8.384609199948443e-06,1.0632531369167148e-05,3.3487791617500084e-06,1.8267196131929503e-16,2.1083046535711465,3,2.4749748674225652e-11,2.8777387242037586e-12,2.7395731832251258e-12,2.1726876273703488e-11,1.5984722267512005e-11,solve
historical,substrate_side,346439,504,3.894681635820791e-11,8.670967363343116e-06,1.0120694703650456e-05,1.7823251825000179e-06,9.255452209791556e-17,1.3329837029298641,3,1.4464723408106888e-11,3.960743892084429e-12,4.900132097104749e-12,1.126328069843931e-11,8.094474715210167e-12,solve
historical,substrate_side,186124,504,4.862684054893702e-11,1.0282829491864359e-05,1.0862409176588576e-05,1.7823251825000179e-06,1.1555845660770982e-16,1.569134750298716,3,1.81774094344016e-11,6.580759198425437e-12,6.1180338840308055e-12,1.1098927613518154e-11,7.864173382718436e-12,solve
historical,substrate_side,280130,504,5.643769169900171e-11,1.1113770165827875e-05,1.1675124905769398e-05,4.445798606749987e-06,3.345474814981435e-16,2.068992476113797,3,3.1146090739285857e-11,3.143933737058902e-12,2.8467034372243897e-12,2.7673892260945373e-11,1.960062725772535e-11,solve
historical,substrate_side,242968,504,5.1470386236231895e-11,1.032756687172056e-05,1.1973782769500306e-05,1.7823251824999908e-06,1.223159540557829e-16,1.5803296498270067,3,1.8225842091356743e-11,6.708786812695957e-12,6.475797388080633e-12,1.127568324589245e-11,8.111723706157762e-12,solve
historical,substrate_side,183474,504,4.3400424348212916e-11,9.35782504168016e-06,1.0476369887082395e-05,4.445798606749987e-06,2.5726606146619153e-16,2.1045628891710026,3,2.932949536286384e-11,1.7768934772365274e-12,2.189106844198594e-12,2.788719461915501e-11,1.99006507369107e-11,solve
historical,substrate_side,161607,504,3.378101539551896e-11,8.092481345758767e-06,9.82881959318021e-06,1.782325182499991e-06,8.027833923980505e-17,1.528305019953749,3,1.429190677202285e-11,3.524365459388207e-12,4.2501917561096924e-12,1.1369414657761623e-11,8.241517972040408e-12,solve
historical,substrate_side,159536,504,3.406986903394287e-11,8.476489972909805e-06,9.362228275505365e-06,1.7823251824999908e-06,8.096478072489751e-17,1.5235778632590167,3,1.5539216182933486e-11,4.3368769097552364e-12,4.2865341614038034e-12,1.1151405279728529e-11,7.938064533379537e-12,solve
historical,substrate_side,302457,504,4.749551076959394e-11,1.0053691602544272e-05,1.119931701040618e-05,4.70567976875e-06,2.97998218846567e-16,2.0285049112999882,3,3.051830674396756e-11,1.5078531954275892e-12,2.263356483213637e-12,2.9513771543338014e-11,2.1058932969509345e-11,solve
historical,substrate_side,134727,504,3.409137848057467e-11,8.07522027684147e-06,9.994023345782001e-06,1.7823251825000179e-06,8.101589649608902e-17,1.6281698224109227,3,1.4960630356879005e-11,3.889194250180801e-12,4.289240393637587e-12,1.1434171001027514e-11,8.330623944464176e-12,solve
historical,substrate_side,300221,504,5.182121101738524e-11,9.88841261684209e-06,1.1717801192967767e-05,1.7823251824999908e-06,1.2314966584524267e-16,1.7396377865322723,3,1.6361902030844885e-11,5.740052969368785e-12,6.519936753793562e-12,1.1308446861668773e-11,8.157205357628754e-12,solve
historical,substrate_side,348836,504,4.702388092348164e-11,1.0087753125015085e-05,1.1022613957368481e-05,1.7823251824999908e-06,1.1174912953173683e-16,1.6206699017279953,3,1.684460310375732e-11,5.805853586031707e-12,5.916355938423803e-12,1.1147187969633819e-11,7.932138958294341e-12,solve
historical,substrate_side,382809,504,6.362355241019446e-11,1.1667109004474431e-05,1.312469714343333e-05,4.445798606749987e-06,3.7714333421563905e-16,1.7379096869457082,3,2.952619265443446e-11,2.228308922775205e-12,3.209156503077379e-12,2.797894475594209e-11,2.0029019588635263e-11,solve
historical,substrate_side,385508,504,4.242129211592686e-11,8.341209625277767e-06,1.1747901844037497e-05,4.445798606750014e-06,2.5146202851403023e-16,2.40475506853135,3,3.142645193958952e-11,1.8596644292612826e-12,2.1397196526385437e-12,2.981018796538379e-11,2.251638475771366e-11,solve
historical,substrate_side,307438,504,4.896792119986952e-11,9.724477496069045e-06,1.1704138829745031e-05,4.445798606749987e-06,2.9026868779443343e-16,2.0598515643983926,3,2.945445452159203e-11,1.711286232541599e-12,2.469930030746958e-12,2.826879317360608e-11,2.043195887618212e-11,solve
historical,substrate_side,116591,504,5.508516489263143e-11,1.0300122199692715e-05,1.2590272615208238e-05,1.7823251824999908e-06,1.3090623542706948e-16,1.7998950220693162,3,1.8069658751989706e-11,6.804802779483052e-12,6.930594328483721e-12,1.1388364381988544e-11,8.267640057494397e-12,solve
historical,substrate_side,370492,504,4.0901999006931334e-11,8.494643160457059e-06,1.1194857374237677e-05,1.782325182499991e-06,9.720088379285791e-17,1.9214217841027128,3,2.2960428322386353e-11,7.630177157355291e-12,5.146125329634842e-12,1.1647139250828203e-11,8.620607957187489e-12,solve
historical,substrate_side,93020,504,4.261857434744509e-11,8.855176830939583e-06,1.0976454245814045e-05,1.7823251824999908e-06,1.0128021106893341e-16,1.5260943857128637,3,1.4302361830000973e-11,3.933124816445562e-12,5.362097948443745e-12,1.1417395727091629e-11,8.307584126107397e-12,solve
historical,substrate_side,80422,504,4.031968790735934e-11,8.294760225491488e-06,1.1481786978387492e-05,4.760687383249985e-06,2.559325726895235e-16,2.578267094909068,3,3.402605777060285e-11,2.072319413228029e-12,1.899198096181938e-12,3.176483617445906e-11,2.3903258037265898e-11,solve
historical,substrate_side,390458,504,4.169620596789443e-11,9.673879513714962e-06,9.897725628900735e-06,4.445798606749987e-06,2.471639125317683e-16,2.1281240852772085,3,2.946704268831545e-11,1.960440863586313e-12,2.103146483755305e-12,2.763962438469043e-11,1.9552215019088022e-11,solve
historical,substrate_side,391814,504,4.444734255637519e-11,9.673879513714962e-06,1.0388754265109117e-05,4.445798606750014e-06,2.6347191148116417e-16,1.990087586644579,3,2.874893569450118e-11,1.4992246874513028e-12,2.241913143888582e-12,2.7746365782463962e-11,1.9702819345468547e-11,solve
historical,substrate_side,289551,504,6.098276079520298e-11,1.1611904499407054e-05,1.218276840880957e-05,1.7823251825000179e-06,1.4492148035155197e-16,1.4134620572192866,3,1.4309257262792374e-11,4.967052435092476e-12,7.67260617130417e-12,1.1093712330324601e-11,7.856811191019984e-12,solve
historical,substrate_side,120993,504,4.325691387583014e-11,9.813539215910787e-06,1.0129129623997878e-05,1.7823251825000179e-06,1.0279718255750117e-16,1.6529450883638548,3,1.545412958465851e-11,4.876830104567859e-12,5.442411265535478e-12,1.108410484591262e-11,7.843239704262783e-12,solve
historical,substrate_side,50190,504,4.504703091570577e-11,9.954011853910685e-06,1.0423772436874078e-05,1.7823251825000177e-06,1.0705127679722459e-16,1.6936466144266786,3,1.6088897945561347e-11,5.3217072049621765e-12,5.667636605753043e-12,1.1092006022991891e-11,7.854401723710692e-12,solve
historical,substrate_side,68077,504,3.780669484390393e-11,8.98408745092419e-06,9.655552591656366e-06,1.7823251824999908e-06,8.984509904984389e-17,1.7373249733753455,3,1.7394961771896835e-11,5.465393566029912e-12,4.7566865847563886e-12,1.1115269742717037e-11,7.887220694053304e-12,solve
historical,substrate_side,66513,504,3.9351243476406213e-11,8.98408745092419e-06,1.0035485499374874e-05,1.7823251825000177e-06,9.351561628091663e-17,1.8056778761607175,3,1.885505235431821e-11,6.169400396957688e-12,4.9510154936986175e-12,1.1167437297079085e-11,7.960570620724042e-12,solve
historical,substrate_side,134760,504,5.5355149337436454e-11,1.0837186821278016e-05,1.2481177846793132e-05,1.7823251824999908e-06,1.3154783552688134e-16,1.947514367569045,3,2.143389301216284e-11,8.403842605157435e-12,6.964562687579885e-12,1.129333233371475e-11,8.136238935962343e-12,solve
historical,substrate_side,283265,504,4.8560984063948206e-11,1.026037983521362e-05,1.080919193682191e-05,1.7823251824999908e-06,1.1540195304554113e-16,1.5852030415632026,3,1.5329654554045094e-11,5.0842021942842936e-12,6.109748085445159e-12,1.109885623128874e-11,7.864072638662282e-12,solve
historical,substrate_side,285459,504,4.0912505425022255e-11,9.180206412227507e-06,1.072449949719695e-05,1.7823251824999908e-06,9.722585159758031e-17,1.6846464739918352,3,1.5036960728810782e-11,4.388106105118396e-12,5.147447204985111e-12,1.1296179245684714e-11,8.140190069892536e-12,solve
historical,substrate_side,346695,504,4.7794616956509196e-11,9.910962872484468e-06,1.1593900305158533e-05,1.7823251824999906e-06,1.1358073251937048e-16,1.7173465727105748,3,2.6229411314938412e-11,9.475677051925607e-12,6.013326852274578e-12,1.1297833870677834e-11,8.142486044985018e-12,solve
historical,substrate_side,230039,504,4.7285163301111164e-11,9.935558318040187e-06,1.1490445769752278e-05,1.7823251825000179e-06,1.1237004974692694e-16,1.8915130860163065,3,1.8188555465593985e-11,6.4116363070762925e-12,5.94922943835907e-12,1.12785714819274e-11,8.115738013039105e-12,solve
historical,substrate_side,85152,504,3.894477731079587e-11,8.648335329900607e-06,1.0373378536306315e-05,1.7823251825000179e-06,9.254967643718125e-17,1.2661925245066006,3,1.3662386498107197e-11,3.3873647748623655e-12,4.899875552344346e-12,1.1320645367051632e-11,8.17410792379747e-12,solve
