case,parent_element,element_type,face_area_m2,edge_min_m,edge_max_m,element_depth_m,element_volume_m3,element_aspect_ratio,face_node_count,K_ff_trace_W_K,K_fi_fro_W_K,K_ii_trace_W_K,K_condensed_trace_W_K,K_condensed_fro_W_K,condensation
historical,349336,706,9.99338446940906e-11,1.4192665713162022e-05,1.7078164097002725e-05,3.1249999999998727e-07,6.245865293380693e-17,27.343354652379936,3,4.3226250456483497e-10,3.04009132874727e-10,4.3226250456483497e-10,5.925852994382154e-12,4.300220485662477e-12,solve
historical,470668,706,5.743762461679082e-11,9.764619249436073e-06,1.4296322381931e-05,3.1249999999998727e-07,3.5898515385494326e-17,22.89596414521862,3,2.494492525311523e-10,1.7461428053031642e-10,2.494492525311523e-10,6.309226557176422e-12,4.845034138394104e-12,solve
historical,468238,706,8.472302342129725e-11,1.1914100893087638e-05,1.6300307085924286e-05,3.1249999999998727e-07,5.2951889638310955e-17,26.099655714286847,3,3.668448598288575e-10,2.576922491126383e-10,3.6684485982885756e-10,6.1217026430010305e-12,4.574563148355365e-12,solve
historical,453328,706,5.7909329531331573e-11,9.825398599818174e-06,1.3489505504303248e-05,3.1249999999998727e-07,3.619333095708227e-17,21.60636254443594,3,2.5140116311067016e-10,1.7605943689252402e-10,2.5140116311067016e-10,6.090352204093062e-12,4.553405060551713e-12,solve
historical,426788,706,8.012894361923416e-11,1.3005724186092746e-05,1.4110105074851025e-05,3.1249999999998727e-07,5.0080589762021554e-17,22.59830451542193,3,3.4694631660821365e-10,2.437196173930462e-10,3.4694631660821365e-10,5.778631048280939e-12,4.104030741234681e-12,solve
historical,423513,706,7.757702173031631e-11,1.2847721327444206e-05,1.4110105074851025e-05,3.1249999999998727e-07,4.848563858144795e-17,22.59830451542193,3,3.3596223479926314e-10,2.3595007078412364e-10,3.3596223479926314e-10,5.785438406118878e-12,4.115340690798436e-12,solve
historical,489524,706,6.752751083245537e-11,1.172428045438433e-05,1.3731727978100533e-05,3.1249999999998727e-07,4.220469427028466e-17,21.993510505538737,3,2.927190524780949e-10,2.0535206946611976e-10,2.927190524780949e-10,5.844963196464305e-12,4.206844470755397e-12,solve
historical,358807,706,7.729101922793366e-11,1.0420076700637732e-05,1.59121541824135e-05,3.1249999999998727e-07,4.8306887017458686e-17,25.47907819870529,3,3.349658880646345e-10,2.3505214322033474e-10,3.3496588806463443e-10,6.452438444313707e-12,5.015013657989106e-12,solve
historical,441368,706,7.508477691340617e-11,1.0665371848295575e-05,1.541883767744171e-05,3.1249999999998727e-07,4.692798557087899e-17,24.690399381695606,3,3.254017525793675e-10,2.2834292045553337e-10,3.254017525793675e-10,6.264896796529469e-12,4.771270388145303e-12,solve
historical,362342,706,5.786659068140967e-11,1.009070632252249e-05,1.3713328018710053e-05,3.1249999999998727e-07,3.6166619175881175e-17,21.964101058153215,3,2.512182876082937e-10,1.759291908865786e-10,2.512182876082937e-10,6.093430692448146e-12,4.557604370832967e-12,solve
historical,408222,706,9.05859835406692e-11,1.4022890309703594e-05,1.4757115947754015e-05,3.1249999999998727e-07,5.661623971291849e-17,23.6325522532875,3,3.91964144196861e-10,2.7555604344092764e-10,3.91964144196861e-10,5.77268198357419e-12,4.089707628200804e-12,solve
historical,364688,706,6.174685595597704e-11,1.0150111416342407e-05,1.3713328018710053e-05,3.1249999999998727e-07,3.8591784972485913e-17,21.964101058153215,3,2.6791108401032227e-10,1.8774395053636473e-10,2.6791108401032227e-10,6.062807851665638e-12,4.5120546336874274e-12,solve
historical,442647,706,9.127183358395346e-11,1.2911337869799876e-05,1.6010904086686613e-05,3.1249999999998727e-07,5.704489598997112e-17,25.63695705740204,3,3.949738377522074e-10,2.776374802595071e-10,3.949738377522074e-10,5.9360094695004755e-12,4.318066846679597e-12,solve
historical,441783,706,9.103561388717752e-11,1.2822547999792439e-05,1.5942605232005376e-05,3.1249999999998727e-07,5.689725867948603e-17,25.527762409853384,3,3.939595149057108e-10,2.769180070343385e-10,3.939595149057108e-10,5.943629476966276e-12,4.328705439315988e-12,solve
historical,446527,706,4.301516676357284e-11,9.112436816463365e-06,1.3306555523446526e-05,3.1249999999998727e-07,2.688447922723314e-17,21.31396056438889,3,1.8747818954464623e-10,1.3069219258411622e-10,1.8747818954464623e-10,6.600422583172458e-12,5.242340791697451e-12,solve
historical,416333,706,9.35066310157311e-11,1.4004058556595072e-05,1.6124678671494993e-05,3.1249999999998727e-07,5.84416443848322e-17,25.818858831926484,3,4.0456904064300683e-10,2.8444429681603425e-10,4.0456904064300683e-10,5.860965559104767e-12,4.212684850636988e-12,solve
historical,413653,706,7.057207084741341e-11,1.1870194523391821e-05,1.6124678671494993e-05,3.1249999999998727e-07,4.4107544279633547e-17,25.818858831926484,3,3.060060855805374e-10,2.146003863093185e-10,3.060060855805374e-10,6.35353779638459e-12,4.8909697859486365e-12,solve
historical,363440,706,7.25321974274118e-11,1.1754426266420647e-05,1.5651106928869784e-05,3.1249999999998727e-07,4.5332623392132434e-17,25.06172977137095,3,3.1437439300930523e-10,2.2057606522430613e-10,3.1437439300930523e-10,6.156037222694393e-12,4.62829742935507e-12,solve
historical,370709,706,8.713404005132244e-11,1.2753377218669562e-05,1.5200839524511712e-05,3.1249999999998727e-07,5.445877503207676e-17,24.341892633069598,3,3.7714264633419693e-10,2.650420571223804e-10,3.7714264633419693e-10,5.88714864305362e-12,4.252371415664192e-12,solve
historical,383718,706,8.742715091147512e-11,1.288391419197465e-05,1.5220453940644698e-05,3.1249999999998727e-07,5.464196931967212e-17,24.37324923943812,3,3.7839861417220437e-10,2.659351149883771e-10,3.783986141722044e-10,5.870149389786688e-12,4.2285165785760725e-12,solve
historical,391473,706,1.0967141434209929e-10,1.485104136271213e-05,1.851995969378797e-05,3.1249999999998727e-07,6.854463396381245e-17,29.64880439532756,3,4.742231552999102e-10,3.3365048480253143e-10,4.742231552999102e-10,6.034085383444798e-12,4.445389129868046e-12,solve
historical,454089,706,4.9264535242384477e-11,9.781526079353157e-06,1.3489505504303248e-05,3.1249999999998727e-07,3.0790334526490406e-17,21.60636254443594,3,2.1426944571350608e-10,1.497309225267345e-10,2.1426944571350608e-10,6.312097064008881e-12,4.859535525378824e-12,solve
historical,500533,706,7.611888300029326e-11,1.2774781879237651e-05,1.4110968690975079e-05,3.1249999999998727e-07,4.75743018751835e-17,22.599684947761006,3,3.296876118411326e-10,2.3151046242266942e-10,3.296876118411326e-10,5.79366623275337e-12,4.127976636388227e-12,solve
historical,489128,706,6.332065581326485e-11,1.1329077388756532e-05,1.2643924383659875e-05,3.1249999999998727e-07,3.957540988329066e-17,20.254979362577792,3,2.7458643136205886e-10,1.9254688617040804e-10,2.7458643136205886e-10,5.7827150848866075e-12,4.123249022626157e-12,solve
historical,441419,706,8.429282290716418e-11,1.2215461497193078e-05,1.5942605232005376e-05,3.1249999999998727e-07,5.2683014316977875e-17,25.527762409853384,3,3.6495749541776525e-10,2.5638660426134126e-10,3.6495749541776525e-10,6.021023236650917e-12,4.4383892270604225e-12,solve
historical,459080,706,8.415027443094788e-11,1.3833323920706479e-05,1.4045199443681807e-05,3.1249999999998727e-07,5.259392151934272e-17,22.49455770129221,3,3.642516611053841e-10,2.5596330818243503e-10,3.642516611053841e-10,5.757760312920165e-12,4.0719638458314796e-12,solve
historical,416143,706,9.872216387167582e-11,1.4278384911758162e-05,1.5617117929810377e-05,3.1249999999998727e-07,6.170135241979761e-17,25.007390776129057,3,4.270029203555925e-10,3.003252038551644e-10,4.270029203555925e-10,5.802196463972762e-12,4.127780669628899e-12,solve
historical,421898,706,8.953552810215397e-11,1.3863869845539772e-05,1.550831992054633e-05,3.124999999999872e-07,5.595970506384639e-17,24.833454171752123,3,3.874598542736075e-10,2.72355849158692e-10,3.874598542736075e-10,5.824841729638656e-12,4.163936029653944e-12,solve
historical,380885,706,6.723369497450027e-11,1.1028143967251928e-05,1.552738168712674e-05,3.1249999999998727e-07,4.2021059359062714e-17,24.86392829115619,3,2.9161534042447135e-10,2.0443893917873407e-10,2.916153404244714e-10,6.299001333699295e-12,4.822097184726669e-12,solve
historical,373700,706,9.991010117377858e-11,1.372624172177885e-05,1.6769631128882857e-05,3.124999999999872e-07,6.24438132336119e-17,26.8500382157813,3,4.3215735294997677e-10,3.039371871117697e-10,4.3215735294997677e-10,5.917421238620586e-12,4.2885459642291605e-12,solve
historical,436201,706,8.163274559767216e-11,1.2453598420673497e-05,1.604181000170977e-05,3.1249999999998727e-07,5.1020465998545425e-17,25.686368961284558,3,3.53511806979688e-10,2.4828731678095197e-10,3.53511806979688e-10,6.039156614333111e-12,4.4646119137532475e-12,solve
historical,437997,706,6.803669766866151e-11,1.0547699785116705e-05,1.416745916882867e-05,3.1249999999998727e-07,4.252293604291367e-17,22.68998153831536,3,2.949939561148611e-10,2.068927118747383e-10,2.949939561148611e-10,6.078757749417447e-12,4.527847546632097e-12,solve
historical,338307,706,8.960179555414904e-11,1.2977164647357208e-05,1.5703688143332517e-05,3.1249999999998727e-07,5.600112222134338e-17,25.145792939093905,3,3.877703708846319e-10,2.725546696806794e-10,3.877703708846319e-10,5.897128543052935e-12,4.264988248571045e-12,solve
historical,320372,706,6.585061629626416e-11,1.1118533020164672e-05,1.4475720721228015e-05,3.1249999999998727e-07,4.115663518516528e-17,23.182730974184466,3,2.855688564882193e-10,2.0023882786921015e-10,2.855688564882193e-10,6.03897182178797e-12,4.475810538442223e-12,solve
historical,475155,706,9.288912324310195e-11,1.2371832725268387e-05,1.6853477860295655e-05,3.1249999999998727e-07,5.805570202693884e-17,26.984100372773852,3,4.020011734434717e-10,2.8255378065288834e-10,4.020011734434717e-10,6.121003675360805e-12,4.569595483839789e-12,solve
historical,452304,706,8.877549050954297e-11,1.3884512664994982e-05,1.4978774946755034e-05,3.1249999999998727e-07,5.5484681568464693e-17,23.98689369631195,3,3.8417357295539826e-10,2.7004357737580756e-10,3.8417357295539826e-10,5.7843212711699785e-12,4.107131430135043e-12,solve
historical,454923,706,9.15330634158446e-11,1.4040265970456557e-05,1.4978774946755034e-05,3.1249999999998727e-07,5.720816463490311e-17,23.98689369631195,3,3.96043487585474e-10,2.784391777927269e-10,3.96043487585474e-10,5.77818656668539e-12,4.097049460119135e-12,solve
historical,435960,706,7.365974584169672e-11,1.1006599935587212e-05,1.608391872052983e-05,3.1249999999998727e-07,4.603734115106066e-17,25.7536919684545,3,3.1928609753906296e-10,2.2400221681555605e-10,3.1928609753906296e-10,6.3189108581445175e-12,4.8433759339743636e-12,solve
historical,393649,706,9.278961704730853e-11,1.3565320741931065e-05,1.584106988188337e-05,3.124999999999872e-07,5.799351065456799e-17,25.365431342812613,3,4.014794066869853e-10,2.8226168267847984e-10,4.0147940668698526e-10,5.853202532164228e-12,4.202154319284974e-12,solve
historical,501535,706,8.544454965385965e-11,1.241548448338891e-05,1.6218670669415616e-05,3.1249999999998727e-07,5.3402843533662374e-17,25.969133840087547,3,3.6992027484988345e-10,2.598925009059924e-10,3.6992027484988345e-10,6.033578574702124e-12,4.454876538214448e-12,solve
historical,349184,706,8.208767985541188e-11,1.1073903055522226e-05,1.602527870460378e-05,3.1249999999998727e-07,5.130479990963257e-17,25.659938958504533,3,3.5556006988577604e-10,2.4966196028747767e-10,3.5556006988577604e-10,6.29455032161152e-12,4.806080243900642e-12,solve
historical,368795,706,1.0795644893335288e-10,1.5574358658858736e-05,1.616341959085925e-05,3.1249999999998727e-07,6.747278058334585e-17,25.88079790399899,3,4.667510956975325e-10,3.2843964495373985e-10,4.667510956975325e-10,5.778191119882176e-12,4.0902373631605795e-12,solve
historical,297551,706,7.991687773478828e-11,1.1355242319342259e-05,1.5809635619719978e-05,3.1249999999998727e-07,4.994804858424278e-17,25.315175701078836,3,3.461669012473949e-10,2.4305850843572445e-10,3.461669012473949e-10,6.159017237022817e-12,4.6273902843213435e-12,solve
historical,471343,706,7.061932708149817e-11,1.035453747724008e-05,1.4735718887457433e-05,3.1249999999998727e-07,4.413707942593655e-17,23.59834766447074,3,3.06168422759051e-10,2.147490045500739e-10,3.06168422759051e-10,6.2376702255825655e-12,4.7384416101931995e-12,solve
historical,456900,706,7.730810512108302e-11,1.1985212013890052e-05,1.4566921444993743e-05,3.1249999999998727e-07,4.831756570067716e-17,23.32851716214772,3,3.3484279549316963e-10,2.3512692318080933e-10,3.348427954931696e-10,5.894419887758051e-12,4.2683257835516475e-12,solve
historical,444253,706,7.080505968857453e-11,1.0303599830895209e-05,1.5039460277080496e-05,3.1249999999998727e-07,4.425316230535926e-17,24.083906151001653,3,3.069847001926194e-10,2.1531253659278164e-10,3.069847001926194e-10,6.284795762205949e-12,4.80057015722716e-12,solve
historical,471758,706,8.767350411660066e-11,1.3158809413971723e-05,1.5377020244323408e-05,3.1249999999998727e-07,5.4795940072875675e-17,24.623546537440262,3,3.794521059347449e-10,2.6668595680613993e-10,3.794521059347449e-10,5.8497795361164535e-12,4.1999015470718125e-12,solve
historical,422576,706,8.509457065730155e-11,1.2648288498152829e-05,1.6181728494386827e-05,3.1249999999998727e-07,5.3184106660813746e-17,25.910070298806332,3,3.684050434366694e-10,2.5882798483959334e-10,3.684050434366694e-10,6.0092741630119096e-12,4.421905982959745e-12,solve
historical,425698,706,1.0534764733259634e-10,1.5134460743096163e-05,1.6181728494386827e-05,3.1249999999998727e-07,6.584227958287315e-17,25.910070298806332,3,4.5552273824623875e-10,3.2049684399441756e-10,4.5552273824623875e-10,5.787974573784036e-12,4.105052365667355e-12,solve
historical,356982,706,8.337207125002793e-11,1.1073903055522226e-05,1.681381622597317e-05,3.1249999999998727e-07,5.2107544531267647e-17,26.920685451281525,3,3.611272248444472e-10,2.5356789860477537e-10,3.611272248444472e-10,6.401885013909605e-12,4.945888695755618e-12,solve
historical,456836,706,5.8086499755944094e-11,1.0251486305361864e-05,1.4566921444993743e-05,3.1249999999998727e-07,3.6304062347465105e-17,23.32851716214772,3,2.5224832815620236e-10,1.7658911517373765e-10,2.5224832815620236e-10,6.32564513336958e-12,4.865839800302145e-12,solve
historical,348747,706,8.435451270552657e-11,1.1925144328927289e-05,1.588541004748303e-05,3.1249999999998727e-07,5.2721570440954336e-17,25.436320608222484,3,3.6523827312979937e-10,2.565726555877269e-10,3.6523827312979937e-10,6.064382528582279e-12,4.497332422544548e-12,solve
historical,265747,706,5.874247479775108e-11,9.833464062408562e-06,1.4620421737113755e-05,3.1249999999998727e-07,3.671404674859446e-17,23.414039235764776,3,2.550879495048602e-10,1.7858441783485217e-10,2.550879495048602e-10,6.369827186320168e-12,4.922872057516788e-12,solve
historical,301686,706,6.01974842366368e-11,9.587296506563353e-06,1.3478463232718847e-05,3.1249999999998727e-07,3.7623427647898195e-17,21.5887138583179,3,2.612912291237495e-10,1.8302113068379294e-10,2.612912291237495e-10,6.202335315403618e-12,4.700835751405849e-12,solve
historical,369813,706,8.772239440651267e-11,1.265761493197048e-05,1.5452892693774594e-05,3.1249999999998727e-07,5.482649650407065e-17,24.744842797431467,3,3.796864627938901e-10,2.668320304876298e-10,3.796864627938901e-10,5.918128879331089e-12,4.295092597634899e-12,solve
historical,430527,706,8.132546474772583e-11,1.3555135070794295e-05,1.3812350255515263e-05,3.1249999999998727e-07,5.082841546732892e-17,22.122373519300336,3,3.520896266464255e-10,2.4736331917245363e-10,3.520896266464255e-10,5.755952926203002e-12,4.071083429775994e-12,solve
historical,430146,706,7.518677789768306e-11,1.2831271007576646e-05,1.3749910025579022e-05,3.1249999999998727e-07,4.699173618605216e-17,22.022571734960586,3,3.2566622842477404e-10,2.2867367562543437e-10,3.2566622842477404e-10,5.769388167304884e-12,4.094269649911304e-12,solve
historical,490694,706,5.105851928778227e-11,1.0042324579053376e-05,1.24233227032363e-05,3.1249999999998727e-07,3.191157455486403e-17,19.902454730288646,3,2.218476161276022e-10,1.5520926843520367e-10,2.2184761612760216e-10,5.915373140737985e-12,4.3236374379680324e-12,solve
historical,317457,706,6.90324268142967e-11,1.17093205336889e-05,1.6294407422855778e-05,3.1249999999998727e-07,4.314526675893557e-17,26.090223187063028,3,2.994196067440546e-10,2.099081476471831e-10,2.9941960674405457e-10,6.470356212619555e-12,5.043908035114533e-12,solve
historical,404561,706,9.455027265961272e-11,1.3982396652776574e-05,1.5916951924814085e-05,3.1249999999998727e-07,5.909392041225829e-17,25.486748673707172,3,4.0905212329466093e-10,2.876228035924108e-10,4.0905212329466093e-10,5.832033595477059e-12,4.1716437737149466e-12,solve
historical,384359,706,6.484137434902308e-11,1.1184587631902924e-05,1.362499522770929e-05,3.1249999999998727e-07,4.0525858968139616e-17,21.82291609948258,3,2.811694396995597e-10,1.9717250757551e-10,2.811694396995597e-10,5.885051394518014e-12,4.2652100946943725e-12,solve
historical,382933,706,8.115941796848476e-11,1.3473755359493842e-05,1.3988202404582843e-05,3.1249999999998727e-07,5.072463623030322e-17,22.403452963095557,3,3.513761633729736e-10,2.468576312162105e-10,3.513761633729736e-10,5.759954228695187e-12,4.0768767734564265e-12,solve
historical,434143,706,7.756561088317047e-11,1.1602139748315425e-05,1.494554720580387e-05,3.1249999999998727e-07,4.847850680198186e-17,23.93377563359219,3,3.359864348369263e-10,2.359068353281982e-10,3.359864348369263e-10,5.994080872184395e-12,4.405612385968776e-12,solve
historical,425990,706,9.21419210682176e-11,1.3820751770650814e-05,1.5765515004501554e-05,3.1249999999998727e-07,5.758870066763637e-17,25.24463796916754,3,3.986844773306557e-10,2.8029053826098356e-10,3.986844773306557e-10,5.8347382588696905e-12,4.176565390274082e-12,solve
historical,431010,706,8.781203391430099e-11,1.3297296589016184e-05,1.4979967938572418e-05,3.1249999999998727e-07,5.488252119643844e-17,23.98880082388614,3,3.8003647724421485e-10,2.6710910405584547e-10,3.800364772442148e-10,5.815318699332596e-12,4.151420162725824e-12,solve
historical,366015,706,7.673067122927147e-11,1.057086137795384e-05,1.626292861661778e-05,3.1249999999998727e-07,4.795666951829497e-17,26.03989417805615,3,3.3254689240858643e-10,2.3334694325243306e-10,3.325468924085864e-10,6.433469671404683e-12,4.990793532808313e-12,solve
historical,501373,706,7.698163149007434e-11,1.0732269090094889e-05,1.6218670669415616e-05,3.1249999999998727e-07,4.8113519681296486e-17,25.969133840087547,3,3.3360780324677926e-10,2.3411324178536734e-10,3.3360780324677926e-10,6.378346479383861e-12,4.918949365224503e-12,solve
historical,465737,706,6.762894190770549e-11,1.1801431569190354e-05,1.3106639288570064e-05,3.1249999999998727e-07,4.22680886923162e-17,20.994452200716264,3,2.9313319569810194e-10,2.056634784994625e-10,2.93133195698102e-10,5.781327934580427e-12,4.117219818888828e-12,solve
historical,427667,706,6.839906693504656e-11,1.0984847463699582e-05,1.3901099602159826e-05,3.1249999999998727e-07,4.274941683440438e-17,22.26422825030923,3,2.9650916938396873e-10,2.0800111608379144e-10,2.9650916938396873e-10,5.952417415938991e-12,4.355221934897724e-12,solve
historical,446394,706,7.571269838938608e-11,1.2164459632408498e-05,1.4965567615453736e-05,3.1249999999998727e-07,4.732043649336643e-17,23.96578035397458,3,3.279871129699796e-10,2.3026826068351744e-10,3.279871129699796e-10,5.9306300670400815e-12,4.319590021053039e-12,solve
historical,491337,706,8.350089450213514e-11,1.2997451782648831e-05,1.501259276083346e-05,3.1249999999998727e-07,5.2188059063834625e-17,24.040955263689664,3,3.6148323989162273e-10,2.539831197940731e-10,3.6148323989162273e-10,5.835797661763903e-12,4.182599612495305e-12,solve
historical,354517,706,8.196543346675414e-11,1.1161957933591615e-05,1.59121541824135e-05,3.1249999999998727e-07,5.1228395916721405e-17,25.47907819870529,3,3.5501889914124233e-10,2.492915078044417e-10,3.5501889914124233e-10,6.2522018589947044e-12,4.75023510756792e-12,solve
historical,485644,706,8.574561296777383e-11,1.340434904952667e-05,1.4768040157717048e-05,3.1249999999998727e-07,5.359100810485878e-17,23.65001534578471,3,3.7113225728234993e-10,2.6081884629146785e-10,3.7113225728234993e-10,5.79297566718662e-12,4.121002679929717e-12,solve
historical,353034,706,7.980022311256458e-11,1.0977180561530729e-05,1.555495194088593e-05,3.1249999999998727e-07,4.98751394453531e-17,24.90800506867562,3,3.4570014984068926e-10,2.4269924908117136e-10,3.4570014984068926e-10,6.2597786617180985e-12,4.7615183290506275e-12,solve
historical,458529,706,8.135776865119966e-11,1.218768282778722e-05,1.5000780667459395e-05,3.1249999999998727e-07,5.084860540699995e-17,24.022072284069274,3,3.522859164832622e-10,2.4745503239777344e-10,3.5228591648326215e-10,5.919228709795306e-12,4.300174155186404e-12,solve
historical,489875,706,5.951254943914563e-11,1.0418606937066583e-05,1.5131003435050351e-05,3.1249999999998727e-07,3.71953433994662e-17,24.23024965360141,3,2.584370228171668e-10,1.8092499521713178e-10,2.584370228171668e-10,6.464922233396319e-12,5.045428556091195e-12,solve
historical,490744,706,7.711273251170524e-11,1.2464812041961832e-05,1.5131003435050351e-05,3.1249999999998727e-07,4.819545781981592e-17,24.23024965360141,3,3.3401391773633315e-10,2.3453069855214946e-10,3.340139177363331e-10,5.929194257767844e-12,4.316653699617124e-12,solve
historical,494362,706,8.99164883906848e-11,1.4360805257276524e-05,1.4468490570192807e-05,3.1249999999998727e-07,5.619780524417832e-17,23.171173505288376,3,3.890778928236721e-10,2.735182381008777e-10,3.890778928236721e-10,5.761484649719861e-12,4.074136107395907e-12,solve
historical,493831,706,9.569496564438166e-11,1.4468490570192807e-05,1.5723243357139902e-05,3.1249999999998727e-07,5.980935352773893e-17,25.17705656087855,3,4.1396930626936787e-10,2.911090696395583e-10,4.1396930626936787e-10,5.800308515608086e-12,4.126421814743015e-12,solve
historical,457260,706,7.126223283989367e-11,1.2167013587586564e-05,1.3463635086664844e-05,3.1249999999998727e-07,4.453889552493362e-17,21.565014318381323,3,3.0877515783177127e-10,2.1672493863259973e-10,3.0877515783177127e-10,5.782375154399956e-12,4.115645983508244e-12,solve
historical,500359,706,7.680615630601166e-11,1.20540087202775e-05,1.4371156579295757e-05,3.1249999999998727e-07,4.800384769125749e-17,23.015585198994717,3,3.3267276756200993e-10,2.335998003366874e-10,3.3267276756200993e-10,5.86861743314572e-12,4.23273208960086e-12,solve
historical,501091,706,6.963544119485352e-11,1.122237184972314e-05,1.4371156579295757e-05,3.1249999999998727e-07,4.352215074678357e-17,23.015585198994717,3,3.018375422310247e-10,2.1176457981919247e-10,3.018375422310247e-10,5.968693299612335e-12,4.376577156845109e-12,solve
historical,442131,706,6.059105348656687e-11,1.0618585289113329e-05,1.541883767744171e-05,3.1249999999998727e-07,3.7869408429104395e-17,24.690399381695606,3,2.630992872510934e-10,1.8420625695653622e-10,2.630992872510934e-10,6.519764832508121e-12,5.114937735498458e-12,solve
historical,395941,706,8.237134558712116e-11,1.2696642863010343e-05,1.4796332574994284e-05,3.1249999999998727e-07,5.148209099195086e-17,23.695242805989135,3,3.5662281372672583e-10,2.505439446819488e-10,3.5662281372672583e-10,5.842947056568508e-12,4.1932913182558686e-12,solve
historical,495052,706,7.730224969626153e-11,1.1968337469417634e-05,1.4527070887966095e-05,3.1249999999998727e-07,4.8313906060163725e-17,23.26481503848713,3,3.348176036247494e-10,2.351090945367032e-10,3.348176036247494e-10,5.894466888777119e-12,4.268395016551842e-12,solve
historical,376307,706,8.52592813890528e-11,1.2820210073243168e-05,1.530234339006587e-05,3.1249999999998727e-07,5.328705086815808e-17,24.504162623162173,3,3.690667590762149e-10,2.5933494173219996e-10,3.6906675907621487e-10,5.87383188354405e-12,4.234825643173983e-12,solve
historical,292061,706,7.785212133061978e-11,1.041821020393779e-05,1.715776583009579e-05,3.1249999999998727e-07,4.8657575831637545e-17,27.47063261735752,3,3.3746185179333156e-10,2.3675111503639175e-10,3.374618517933315e-10,6.6799352075240845e-12,5.305788586812116e-12,solve
historical,344978,706,8.388927072534626e-11,1.2398633142969441e-05,1.7078164097002725e-05,3.1249999999998727e-07,5.2430794203341575e-17,27.343354652379936,3,3.6329876762599415e-10,2.5514888246581214e-10,3.6329876762599415e-10,6.245204656792859e-12,4.739902770828381e-12,solve
historical,443497,706,9.698698115215605e-11,1.3662400026179655e-05,1.687695318493043e-05,3.1249999999998727e-07,6.061686322009784e-17,27.021635127138577,3,4.1958260500279415e-10,2.9503666390225003e-10,4.1958260500279415e-10,5.946428816926154e-12,4.329882664588379e-12,solve
historical,405389,706,5.633463856127292e-11,9.704582653666655e-06,1.3793057291391703e-05,3.1249999999998727e-07,3.520914910079562e-17,22.09153637426897,3,2.4466028427184716e-10,1.7126093139028908e-10,2.4466028427184716e-10,6.195252948308458e-12,4.695726778727433e-12,solve
historical,269160,706,3.6086044192423e-11,8.45789029472778e-06,1.2029959647608194e-05,3.1249999999998727e-07,2.255377762026442e-17,19.273894742762465,3,1.5761402400901056e-10,1.0960085138236973e-10,1.5761402400901056e-10,6.477688730094705e-12,5.101362590673126e-12,solve
historical,304352,706,4.71173797532818e-11,9.174962965769117e-06,1.3405402416395445e-05,3.1249999999998727e-07,2.9448362345801176e-17,21.471942709044278,3,2.050633865913937e-10,1.4318970694569925e-10,2.050633865913937e-10,6.4098679908488315e-12,4.990396380403755e-12,solve
historical,436991,706,7.362863912237108e-11,1.0919482102399092e-05,1.500434040506788e-05,3.1249999999998727e-07,4.601789945148203e-17,24.02776292827419,3,3.1908354322692463e-10,2.239154492567341e-10,3.1908354322692463e-10,6.124761223042547e-12,4.585551804061754e-12,solve
historical,360861,706,7.522920692701682e-11,1.0899606400314088e-05,1.626292861661778e-05,3.1249999999998727e-07,4.7018254329385737e-17,26.03989417805615,3,3.2605751072806037e-10,2.2877870620314142e-10,3.2605751072806037e-10,6.36106223395538e-12,4.8975182841305934e-12,solve
historical,392917,706,1.0452736250882961e-10,1.4872049487575488e-05,1.6531838312062165e-05,3.1249999999998727e-07,6.532960156801863e-17,26.469837468692212,3,4.520010107352866e-10,3.1799836676885046e-10,4.520010107352866e-10,5.8164369415128156e-12,4.1455809827449276e-12,solve
historical,466367,706,8.861093532305027e-11,1.3524332239645864e-05,1.619511164305187e-05,3.1249999999998727e-07,5.538183457690667e-17,25.931467395717053,3,3.8351701098417143e-10,2.695365684201216e-10,3.8351701098417143e-10,5.932978931164866e-12,4.315189711678421e-12,solve
historical,344643,706,8.44499486137446e-11,1.1543575251821624e-05,1.5818086817544334e-05,3.1249999999998727e-07,5.278121788359065e-17,25.328687069259303,3,3.656845718211659e-10,2.5685909986593207e-10,3.6568457182116593e-10,6.165448734619411e-12,4.633411958741352e-12,solve
historical,431961,706,7.965406098122198e-11,1.1602139748315425e-05,1.4931686339252416e-05,3.1249999999998727e-07,4.978378811326398e-17,23.911617631406056,3,3.4498840439722464e-10,2.4226381687403515e-10,3.4498840439722464e-10,6.025204206012732e-12,4.446802238064921e-12,solve
historical,433373,706,6.92535692870413e-11,1.1484901498440456e-05,1.494554720580387e-05,3.1249999999998727e-07,4.328348080440091e-17,23.93377563359219,3,3.00226757928917e-10,2.10598139890966e-10,3.00226757928917e-10,6.062393905536131e-12,4.5046986275328735e-12,solve
historical,284881,706,8.97118319368376e-11,1.200606702030051e-05,1.613221281454882e-05,3.1249999999998727e-07,5.606989496052357e-17,25.830904419945558,3,3.883258948318728e-10,2.728801769613405e-10,3.883258948318728e-10,6.131307258265556e-12,4.5849373937664054e-12,solve
historical,437548,706,8.707752112219024e-11,1.1512410369912858e-05,1.6241201948240668e-05,3.1249999999998727e-07,5.442345070136906e-17,26.005157185686258,3,3.7702604245992025e-10,2.6485528395748963e-10,3.7702604245992025e-10,6.249299333541318e-12,4.743661790299683e-12,solve
historical,315134,706,8.968804462116473e-11,1.1920547954783774e-05,1.6239037249257093e-05,3.1249999999998727e-07,5.605502788822823e-17,26.00169622935897,3,3.882338849206792e-10,2.728065501978949e-10,3.8823388492067917e-10,6.161049761394253e-12,4.6248557412461755e-12,solve
